uidp_original,occupation,occ_name,In-detail Category (edited),Broad Category
L0422093610_403C,Employed (full-time),Doctor,Doctor,Specialized professions
L0420092533,Employed (full-time),Doctor,Doctor,Specialized professions
L0309110103,Employed (full-time),Doctor,Doctor,Specialized professions
L0516111249_67A4,Employed (full-time),Doctor,Doctor,Specialized professions
L0208111734,Employed (full-time),Doctor,Doctor,Specialized professions
L0428183936_B715,Self-employed,Doctor,Doctor,Specialized professions
L0605175401_8749,Self-employed,Doctor,Doctor,Specialized professions
L0411120634,Self-employed,Doctors,Doctor,Specialized professions
L0419130136,Self-employed,Doctr,Doctor,Specialized professions
L0509183811_BFFD,Employed (full-time),Doftware Engineer,Software Engineers and developers,Technical/White Collar (High)
L0314103344,Self-employed,Dog Sales,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0520115013_AD25,Employed (full-time),Don'T No,,
L0420110806,DK/NR,Don'T No,,
L0508175548_E0EF,Employed (full-time),Don'T Know,,
L0508185109_4434,DK/NR,Don'T No,,
L0517195259_5B36,DK/NR,Don'T No,,
L0411083850,DK/NR,Don'T No,,
L0519092525_8508,DK/NR,Don'T No,,
L0519090907_FDE0,DK/NR,Don'T No,,
L0420121041,DK/NR,Don'T No,,
L0418081212,DK/NR,Don'T No,,
L0605113222_7A7A,DK/NR,Don'T No,,
L0523153109_A4A4,DK/NR,Don'T No,,
L0412091918,DK/NR,Don'T No,,
L0418075646,DK/NR,Don'T No,,
L0525110446_BFA0,DK/NR,Don'T No,,
L0520165159_EA44,DK/NR,Don'T No,,
L0518170055_EDF5,DK/NR,Don'T No,,
L0517105411_629C,DK/NR,Don'T No,,
L0523093154_833D,DK/NR,Don'T No,,
L0517085303_F017,DK/NR,Don'T No,,
L0511102525_6DE9,DK/NR,Don'T No,,
L0417130444,DK/NR,Don'T No,,
L0515172816_B2D4,DK/NR,Don'T No,,
L0428104436_39E6,Employed (full-time),Don'T No,,
L0522165316_65FB,DK/NR,Don'T No,,
L0418090420,DK/NR,Don'T No,,
L0517161544_82F5,DK/NR,Don'T No,,
L0428172907_1EBE,DK/NR,Dont No,,
L0422100919_5B90,Employed (full-time),Dont No,,
L0422173320_3E9E,DK/NR,Dont No,,
L0511105642_EE24,DK/NR,Dont No,,
L0516091841_57D4,DK/NR,Dont No,,
L0422095204_F9C1,DK/NR,Dont No,,
L0413082119,DK/NR,Dont No,,
L0420082853,DK/NR,Dont No,,
L0506084312_0FF9,DK/NR,Dont No,,
L0511095033_55FC,DK/NR,Dont No,,
L0518095404_1B36,Employed (full-time),Dont No,,
L0506085143_F953,DK/NR,Dont No,,
L0525101240_7618,DK/NR,Dont No,,
L0429083656_290F,Employed (full-time),Dont No,,
L0516094116_7CDB,DK/NR,Dont No,,
L0413105342,DK/NR,Dont No,,
L0422123430_680A,DK/NR,Dont No,,
L0419080806,DK/NR,Dont No,,
L0519093458_B8F6,Employed (full-time),Dont No,,
L0428100705_180B,DK/NR,Dont No,,
L0424112012_7E6A,Self-employed,Dont No,,
L0520083251_419B,DK/NR,Dont No,,
L0509110806_FF83,DK/NR,Dont No,,
L0427090532_9B0C,DK/NR,Dont No,,
L0421120642,DK/NR,Dont No,,
L0511101116_C2B0,Employed (full-time),Dont No,,
L0419084255,DK/NR,Dont No,,
L0516112518_6CE7,DK/NR,Dont No Esta Keliru Artha Agatilla Avarige,,
L0309160238,Student,Dplom,Student,Student
L0303172351,Employed (full-time),Dr,Doctor,Specialized professions
L0301160231,Employed (full-time),Dr,Doctor,Specialized professions
L0419184338,Employed (full-time),Drafting Man,,
L0408125848,Self-employed,Drevar,Driver/Delivery,Blue Collar - mobile
L0509105757_F5A7,Employed (full-time),Drivar,Driver/Delivery,Blue Collar - mobile
L0417102143,Employed (full-time),Drivar,Driver/Delivery,Blue Collar - mobile
L0412125410,Employed (full-time),Drivar,Driver/Delivery,Blue Collar - mobile
L0414082236,Employed (full-time),Drivar,Driver/Delivery,Blue Collar - mobile
L0412113537,Employed (full-time),Drivar,Driver/Delivery,Blue Collar - mobile
L0515122419_64B8,Self-employed,Drivar,Driver/Delivery,Blue Collar - mobile
L0517093806_11CA,Employed (full-time),Drivar,Driver/Delivery,Blue Collar - mobile
L0408113847,Employed (full-time),Drivar,Driver/Delivery,Blue Collar - mobile
L0327121558,Employed (full-time),Drivar,Driver/Delivery,Blue Collar - mobile
L0411115134,Employed (full-time),Drivar,Driver/Delivery,Blue Collar - mobile
L0411104457,Employed (full-time),Drivar,Driver/Delivery,Blue Collar - mobile
L0410134308,Employed (full-time),Drivar,Driver/Delivery,Blue Collar - mobile
L0327113019,Employed (full-time),Drivar,Driver/Delivery,Blue Collar - mobile
L0401092247,Employed (full-time),Drivar,Driver/Delivery,Blue Collar - mobile
L0411095438,Employed (full-time),Drivar,Driver/Delivery,Blue Collar - mobile
L0413114501,Employed (full-time),Drivar,Driver/Delivery,Blue Collar - mobile
L0421111046,Employed (full-time),Drivar,Driver/Delivery,Blue Collar - mobile
L0206190056,Employed (full-time),Driver,Driver/Delivery,Blue Collar - mobile
L0526204430_4C40,Employed (full-time),Driver,Driver/Delivery,Blue Collar - mobile
L0520193541_445E,Employed (full-time),Driver,Driver/Delivery,Blue Collar - mobile
L0613100432_CDF2,Employed (full-time),Driver,Driver/Delivery,Blue Collar - mobile
L0513103816_31E1,Employed (full-time),Driver,Driver/Delivery,Blue Collar - mobile
L0303175149,Employed part-time,Driver,Driver/Delivery,Blue Collar - mobile
L0225103808,Employed (full-time),Driver,Driver/Delivery,Blue Collar - mobile
L0426164446_D192,Employed (full-time),Driver,Driver/Delivery,Blue Collar - mobile
L0421171721,Self-employed,Driver,Driver/Delivery,Blue Collar - mobile
L0221194459,Employed (full-time),Driver,Driver/Delivery,Blue Collar - mobile
L0407132438,Self-employed,Driver,Driver/Delivery,Blue Collar - mobile
L0605125048_69F6,Employed (full-time),Driver,Driver/Delivery,Blue Collar - mobile
L0302193555,Employed (full-time),Driver,Driver/Delivery,Blue Collar - mobile
L0410121229,Employed (full-time),Driver,Driver/Delivery,Blue Collar - mobile
L0304173105,Employed (full-time),Driver,Driver/Delivery,Blue Collar - mobile
L0303185220,Self-employed,Driver Van,Driver/Delivery,Blue Collar - mobile
L0317081445,Employed (full-time),Driving,Driver/Delivery,Blue Collar - mobile
L0221082517,Employed (full-time),Dtc Management Work,,
L0411083425,Other,Dtdc Coriyar,Driver/Delivery,Blue Collar - mobile
L0425200152_55BC,Employed (full-time),E,,
L0306162733,Student,E Enginer,Student,Student
L0511092906_9C22,Employed (full-time),Eccegativ Engineer,Specialized engineers,Technical/White Collar (Medium)
L0412181033,Self-employed,Editor,Other,Specialized professions
L0419110130,DK/NR,Education Department,,
L0427081210_045C,Employed (full-time),Eelactran,Manual/Non-Office workers,Blue Collar - mobile
L0522090521_0207,Employed (full-time),Egeenir,Engineer (vague),Technical/White Collar (High)
L0522091201_AC75,Employed (full-time),Eggineer,Engineer (vague),Technical/White Collar (High)
L0519090625_1F1D,Employed (full-time),Eggineer,Engineer (vague),Technical/White Collar (High)
L0522093131_65FC,Employed (full-time),Eggineer,Engineer (vague),Technical/White Collar (Medium)
L0517084315_2C7E,Employed (full-time),Eggineer,Engineer (vague),Technical/White Collar (High)
L0525091919_2EF1,Employed (full-time),Eggineer,Engineer (vague),Technical/White Collar (High)
L0527093508_76BA,Employed (full-time),Eggineer,Engineer (vague),Technical/White Collar (Medium)
L0525084831_A409,Employed (full-time),Eggineer,Engineer (vague),Technical/White Collar (Medium)
L0505102126_A597,Employed (full-time),Elacatracal,,
L0517092855_032C,Employed (full-time),Elactrical Corntecat,Contract workers,Blue Collar - mobile
L0412093933,Employed (full-time),Elecatrical Work,Field worker,Blue Collar - mobile
L0413095917,Employed (full-time),Elecctrision,Manual/Non-Office workers,Blue Collar - mobile
L0412103805,Employed (full-time),Elecctrision,Manual/Non-Office workers,Blue Collar - mobile
L0426093038_C4E6,Employed (full-time),Elecotran,Manual/Non-Office workers,Blue Collar - mobile
L0427142139_077B,Self-employed,Electical Store,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0421184807,Employed (full-time),Electranic Enginiyer,Specialized engineers,Technical/White Collar (Medium)
L0428181713_D8C0,Employed (full-time),Electranic Enginiyer.,Specialized engineers,Technical/White Collar (Medium)
L0420171631,Self-employed,Electranic Manafechar,Business Owner,Miscellaneous Shop Owner (medium)
L0419153633,Self-employed,Electranic Sales,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0424190104_3E62,Employed (full-time),Electranics Engineer,Specialized engineers,Technical/White Collar (High)
L0413165323,Student,Electranics Engineer Student,Student,Student
L0414200735,Employed (full-time),Electrcion,Manual/Non-Office workers,Blue Collar - mobile
L0420161619,Employed (full-time),Electric Contractor,Contract workers,Blue Collar - mobile
L0228094108,Employed part-time,Electric Warkar,Manual/Non-Office workers,Blue Collar - mobile
L0413091759,Employed (full-time),Electrical,Manual/Non-Office workers,Blue Collar - mobile
L0424100846_AFE3,Employed (full-time),Electrical,Manual/Non-Office workers,Blue Collar - mobile
L0615155545_BE98,Employed (full-time),Electrical,Manual/Non-Office workers,Blue Collar - mobile
L0522155556_9945,Self-employed,Electrical,Manual/Non-Office workers,Blue Collar - mobile
L0325092535,Self-employed,Electrical,Manual/Non-Office workers,Blue Collar - mobile
L0414200143,Employed (full-time),Electrical Contact,Contractor,Contractor
L0505105745_CEA3,Employed (full-time),Electrical Contracter,Contractor,Contractor
L0410201204,Self-employed,Electrical Contracter,Contractor,Contractor
L0204123456,Self-employed,Electrical Contractor,Contractor,Contractor
L0224094747,Self-employed,Electrical Contractor,Contractor,Contractor
L0209085224,Employed (full-time),Electrical Contractor,Contractor,Contractor
L0406090449,Employed (full-time),Electrical Contractor,Contractor,Contractor
L0306092304,Employed (full-time),Electrical Engenior,Specialized engineers,Technical/White Collar (Medium)
L0508174958_627D,Employed (full-time),Electrical Engineer,Specialized engineers,Technical/White Collar (Medium)
L0520091157_CAA6,Employed (full-time),Electrical Engineer,Specialized engineers,Technical/White Collar (High)
L0515122455_9F89,Employed (full-time),Electrical Feeld Work,Field worker,Blue Collar - mobile
L0425202454_7D4A,Self-employed,Electrical Shop Owner,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0302102752,Employed (full-time),Electrical Supraviser,Supervisor,Blue Collar - fixed
L0524093811_0DE4,Employed (full-time),Electrical Work,Manual/Non-Office workers,Blue Collar - mobile
L0427175554_71FD,Employed (full-time),Electrical Work,Manual/Non-Office workers,Blue Collar - mobile
L0419171637,Employed (full-time),Electrician,Manual/Non-Office workers,Blue Collar - mobile
L0308150044,Employed (full-time),Electrician,Manual/Non-Office workers,Blue Collar - mobile
L0513103609_EE66,Employed (full-time),Electricition,Manual/Non-Office workers,Blue Collar - mobile
L0408103032,Employed (full-time),Electricition,Manual/Non-Office workers,Blue Collar - mobile
L0221100926,Employed (full-time),Electrition,Manual/Non-Office workers,Blue Collar - mobile
L0427115643_8306,Employed (full-time),Electron Engeenear,Specialized engineers,Technical/White Collar (Medium)
L0424153639_1401,Employed (full-time),Electronic,,
L0414110151,Student,Electronic,Student,Student
L0504090514_A05B,Employed (full-time),Electronic Engeener,Specialized engineers,Technical/White Collar (High)
L0422153557_4EFA,Employed (full-time),Electronic Engineering,Specialized engineers,Technical/White Collar (Medium)
L0418163432,Employed (full-time),Electronic Operator,Office staff (low- medium),Technical/White Collar (Medium)
L0414193548,Employed (full-time),Electronic Work,Manual/Non-Office workers,Blue Collar - mobile
L0307105828,Employed (full-time),Electrucian,Manual/Non-Office workers,Blue Collar - mobile
L0220101404,Employed (full-time),Eletric Incharger,Manual/Non-Office workers,Blue Collar - mobile
L0427182608_71D2,Employed (full-time),Eletrical Employees,Manual/Non-Office workers,Blue Collar - mobile
L0418095057,Employed (full-time),Eletrical Work,Manual/Non-Office workers,Blue Collar - mobile
L0518101142_15BC,Employed (full-time),Elevator Compani Filad Tecanicon,Manual/Non-Office workers,Blue Collar - mobile
L0410165954,Employed (full-time),Eluvator Technician,Manual/Non-Office workers,Blue Collar - mobile
L0420085807,Employed (full-time),Empalais,,
L0516101844_170A,Government employee,Employe,,
L0421090123,Employed (full-time),Employee,,
L0421081041,Employed (full-time),Employer,,
L0509105358_AFC3,Employed (full-time),Empoali,,
L0424124414_F480,Employed (full-time),Empolai,,
L0420162604,Employed (full-time),Emraiding,,
L0519121752_A8E9,Employed (full-time),Enarji Diporment,,
L0506171550_40E5,Employed (full-time),Energy Engineer,Specialized engineers,Technical/White Collar (High)
L0425153047_2A4B,Employed (full-time),Engeener,Engineer (vague),Technical/White Collar (High)
L0610082748_F9D4,Employed (full-time),Engeener,Engineer (vague),Technical/White Collar (High)
L0511122005_E0CF,Employed (full-time),Engeener,Engineer (vague),Technical/White Collar (High)
L0417180548,Employed (full-time),Engeener,Engineer (vague),Technical/White Collar (Medium)
L0425080947_D174,Student,Engeener Student,Student,Student
L0425105648_5A75,Employed (full-time),Engeeniar,Engineer (vague),Technical/White Collar (High)
L0520115112_DA0A,Employed (full-time),Engeeniyar,Engineer (vague),Technical/White Collar (High)
L0403122756,Employed (full-time),Engeeniyar,Engineer (vague),Technical/White Collar (Medium)
L0401121146,Employed (full-time),Engeeniyar,Engineer (vague),Technical/White Collar (High)
L0325134006,Employed (full-time),Engeeniyar,Engineer (vague),Technical/White Collar (High)
L0504132916_F556,Employed (full-time),Engeeniyar,Engineer (vague),Technical/White Collar (Medium)
L0513095347_19CF,Employed (full-time),Engeeniyar,Engineer (vague),Technical/White Collar (Medium)
L0429075221_1A96,Employed (full-time),Engeeniyar,Engineer (vague),Technical/White Collar (High)
L0407084055,Employed (full-time),Engeeniyar,Engineer (vague),Technical/White Collar (High)
L0421114502,Employed (full-time),Engeeniyar,Engineer (vague),Technical/White Collar (High)
L0515100705_60BF,Employed (full-time),Engeeniyar,Engineer (vague),Technical/White Collar (High)
L0331091147,Employed (full-time),Engeeniyar,Engineer (vague),Technical/White Collar (Medium)
L0503090844_9208,Employed (full-time),Engeeniyar,Engineer (vague),Technical/White Collar (High)
L0422081538_86F2,Employed (full-time),Engeeniyar,Engineer (vague),Technical/White Collar (High)
L0503085547_AEEF,Employed (full-time),Engeer,Engineer (vague),Technical/White Collar (High)
L0225105811,Student,Engg,Student,Student
L0316192632,Student,Engg,Student,Student
L0314124709,Employed (full-time),Engg,Engineer (vague),Technical/White Collar (Medium)
L0222132553,Employed (full-time),Engg,Engineer (vague),Technical/White Collar (Medium)
L0309102035,Employed (full-time),Engg,Engineer (vague),Technical/White Collar (Medium)
L0315173136,Student,Engg,Student,Student
L0221183146,Student,Engg,Student,Student
L0221091059,Employed (full-time),Engg,Engineer (vague),Technical/White Collar (Medium)
